"cohort_start_date","renewal_date","cohort_size","cohort_size_at_renewal","plan","amount","currency","cohort_age_months","retention_rate"
"2019-05-01 00:00:00+02","2020-03-01 00:00:00+01","4","1","MEDIUM","12.95","EUR","10","0.25"
"2019-05-01 00:00:00+02","2020-04-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","11","0.25"
"2019-05-01 00:00:00+02","2020-05-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","12","0.25"
"2019-05-01 00:00:00+02","2020-06-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","13","0.25"
"2019-05-01 00:00:00+02","2020-07-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","14","0.25"
"2019-05-01 00:00:00+02","2020-08-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","15","0.25"
"2019-05-01 00:00:00+02","2020-09-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","16","0.25"
"2019-05-01 00:00:00+02","2020-10-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","17","0.25"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","8","8","MEDIUM","14.95","USD","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","8","4","MEDIUM","14.95","USD","1","0.50"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","8","4","MEDIUM","14.95","USD","2","0.50"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","8","3","MEDIUM","14.95","USD","3","0.38"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","8","1","MEDIUM","14.95","USD","4","0.13"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","8","1","MEDIUM","14.95","USD","5","0.13"
"2019-05-01 00:00:00+02","2019-11-01 00:00:00+01","8","1","MEDIUM","14.95","USD","6","0.13"
"2019-05-01 00:00:00+02","2019-12-01 00:00:00+01","8","1","MEDIUM","14.95","USD","7","0.13"
"2019-05-01 00:00:00+02","2020-01-01 00:00:00+01","8","1","MEDIUM","14.95","USD","8","0.13"
"2019-05-01 00:00:00+02","2020-02-01 00:00:00+01","8","1","MEDIUM","14.95","USD","9","0.13"
"2019-05-01 00:00:00+02","2020-03-01 00:00:00+01","8","1","MEDIUM","14.95","USD","10","0.13"
"2019-05-01 00:00:00+02","2020-04-01 00:00:00+02","8","1","MEDIUM","14.95","USD","11","0.13"
"2019-05-01 00:00:00+02","2020-05-01 00:00:00+02","8","1","MEDIUM","14.95","USD","12","0.13"
"2019-05-01 00:00:00+02","2020-06-01 00:00:00+02","8","1","MEDIUM","14.95","USD","13","0.13"
"2019-05-01 00:00:00+02","2020-07-01 00:00:00+02","8","1","MEDIUM","14.95","USD","14","0.13"
"2019-05-01 00:00:00+02","2020-08-01 00:00:00+02","8","1","MEDIUM","14.95","USD","15","0.13"
"2019-05-01 00:00:00+02","2020-09-01 00:00:00+02","8","1","MEDIUM","14.95","USD","16","0.13"
"2019-05-01 00:00:00+02","2020-10-01 00:00:00+02","8","1","MEDIUM","14.95","USD","17","0.13"
"2019-05-01 00:00:00+02","2020-11-01 00:00:00+01","8","1","MEDIUM","14.95","USD","18","0.13"
"2019-05-01 00:00:00+02","2020-12-01 00:00:00+01","8","1","MEDIUM","14.95","USD","19","0.13"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","3","3","LARGE","15.95","EUR","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","3","3","LARGE","15.95","EUR","1","1.00"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","3","3","LARGE","15.95","EUR","2","1.00"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","3","3","LARGE","15.95","EUR","3","1.00"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","3","2","LARGE","15.95","EUR","4","0.67"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","3","2","LARGE","15.95","EUR","5","0.67"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","5","5","LARGE","18.95","USD","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","5","4","LARGE","18.95","USD","1","0.80"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","5","4","LARGE","18.95","USD","2","0.80"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","5","4","LARGE","18.95","USD","3","0.80"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","5","4","LARGE","18.95","USD","4","0.80"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","5","4","LARGE","18.95","USD","5","0.80"
"2019-05-01 00:00:00+02","2019-11-01 00:00:00+01","5","4","LARGE","18.95","USD","6","0.80"
"2019-05-01 00:00:00+02","2019-12-01 00:00:00+01","5","4","LARGE","18.95","USD","7","0.80"
"2019-05-01 00:00:00+02","2020-01-01 00:00:00+01","5","3","LARGE","18.95","USD","8","0.60"
"2019-05-01 00:00:00+02","2020-02-01 00:00:00+01","5","3","LARGE","18.95","USD","9","0.60"
"2019-05-01 00:00:00+02","2020-03-01 00:00:00+01","5","3","LARGE","18.95","USD","10","0.60"
"2019-05-01 00:00:00+02","2020-04-01 00:00:00+02","5","3","LARGE","18.95","USD","11","0.60"
"2019-05-01 00:00:00+02","2020-05-01 00:00:00+02","5","3","LARGE","18.95","USD","12","0.60"
"2019-05-01 00:00:00+02","2020-06-01 00:00:00+02","5","3","LARGE","18.95","USD","13","0.60"
"2019-05-01 00:00:00+02","2020-07-01 00:00:00+02","5","3","LARGE","18.95","USD","14","0.60"
"2019-05-01 00:00:00+02","2020-08-01 00:00:00+02","5","3","LARGE","18.95","USD","15","0.60"
"2019-05-01 00:00:00+02","2020-09-01 00:00:00+02","5","3","LARGE","18.95","USD","16","0.60"
"2019-05-01 00:00:00+02","2020-10-01 00:00:00+02","5","3","LARGE","18.95","USD","17","0.60"
"2019-05-01 00:00:00+02","2020-11-01 00:00:00+01","5","3","LARGE","18.95","USD","18","0.60"
"2019-05-01 00:00:00+02","2020-12-01 00:00:00+01","5","2","LARGE","18.95","USD","19","0.40"
"2019-06-01 00:00:00+02","2019-06-01 00:00:00+02","36","36","SMALL","8.95","EUR","0","1.00"
"2019-06-01 00:00:00+02","2019-07-01 00:00:00+02","36","32","SMALL","8.95","EUR","1","0.89"
"2019-06-01 00:00:00+02","2019-08-01 00:00:00+02","36","30","SMALL","8.95","EUR","2","0.83"
"2019-06-01 00:00:00+02","2019-09-01 00:00:00+02","36","29","SMALL","8.95","EUR","3","0.81"
"2019-06-01 00:00:00+02","2019-10-01 00:00:00+02","36","28","SMALL","8.95","EUR","4","0.78"
"2019-06-01 00:00:00+02","2019-11-01 00:00:00+01","36","26","SMALL","8.95","EUR","5","0.72"
"2019-06-01 00:00:00+02","2019-12-01 00:00:00+01","36","25","SMALL","8.95","EUR","6","0.69"
"2019-06-01 00:00:00+02","2020-01-01 00:00:00+01","36","24","SMALL","8.95","EUR","7","0.67"
"2019-06-01 00:00:00+02","2020-02-01 00:00:00+01","36","23","SMALL","8.95","EUR","8","0.64"
"2019-06-01 00:00:00+02","2020-03-01 00:00:00+01","36","23","SMALL","8.95","EUR","9","0.64"
"2019-06-01 00:00:00+02","2020-04-01 00:00:00+02","36","22","SMALL","8.95","EUR","10","0.61"
"2019-06-01 00:00:00+02","2020-05-01 00:00:00+02","36","19","SMALL","8.95","EUR","11","0.53"
"2019-06-01 00:00:00+02","2020-06-01 00:00:00+02","36","19","SMALL","8.95","EUR","12","0.53"
"2019-06-01 00:00:00+02","2020-07-01 00:00:00+02","36","18","SMALL","8.95","EUR","13","0.50"
"2019-06-01 00:00:00+02","2020-08-01 00:00:00+02","36","17","SMALL","8.95","EUR","14","0.47"
"2019-06-01 00:00:00+02","2020-09-01 00:00:00+02","36","16","SMALL","8.95","EUR","15","0.44"
"2019-06-01 00:00:00+02","2020-10-01 00:00:00+02","36","16","SMALL","8.95","EUR","16","0.44"
"2019-06-01 00:00:00+02","2019-06-01 00:00:00+02","27","27","SMALL","9.95","USD","0","1.00"
"2019-06-01 00:00:00+02","2019-07-01 00:00:00+02","27","22","SMALL","9.95","USD","1","0.81"
"2019-06-01 00:00:00+02","2019-08-01 00:00:00+02","27","20","SMALL","9.95","USD","2","0.74"
"2019-06-01 00:00:00+02","2019-09-01 00:00:00+02","27","19","SMALL","9.95","USD","3","0.70"
"2019-06-01 00:00:00+02","2019-10-01 00:00:00+02","27","18","SMALL","9.95","USD","4","0.67"
"2019-06-01 00:00:00+02","2019-11-01 00:00:00+01","27","18","SMALL","9.95","USD","5","0.67"
"2019-06-01 00:00:00+02","2019-12-01 00:00:00+01","27","16","SMALL","9.95","USD","6","0.59"
"2019-06-01 00:00:00+02","2020-01-01 00:00:00+01","27","16","SMALL","9.95","USD","7","0.59"
"2019-06-01 00:00:00+02","2020-02-01 00:00:00+01","27","14","SMALL","9.95","USD","8","0.52"
"2019-06-01 00:00:00+02","2020-03-01 00:00:00+01","27","13","SMALL","9.95","USD","9","0.48"
"2019-06-01 00:00:00+02","2020-04-01 00:00:00+02","27","13","SMALL","9.95","USD","10","0.48"
"2019-06-01 00:00:00+02","2020-05-01 00:00:00+02","27","12","SMALL","9.95","USD","11","0.44"
"2019-06-01 00:00:00+02","2020-06-01 00:00:00+02","27","10","SMALL","9.95","USD","12","0.37"
"2019-06-01 00:00:00+02","2020-07-01 00:00:00+02","27","9","SMALL","9.95","USD","13","0.33"
"2019-06-01 00:00:00+02","2020-08-01 00:00:00+02","27","8","SMALL","9.95","USD","14","0.30"
"2019-06-01 00:00:00+02","2020-09-01 00:00:00+02","27","8","SMALL","9.95","USD","15","0.30"
"2019-06-01 00:00:00+02","2020-10-01 00:00:00+02","27","8","SMALL","9.95","USD","16","0.30"
"2019-06-01 00:00:00+02","2020-11-01 00:00:00+01","27","8","SMALL","9.95","USD","17","0.30"
"2019-06-01 00:00:00+02","2020-12-01 00:00:00+01","27","6","SMALL","9.95","USD","18","0.22"
"2019-06-01 00:00:00+02","2019-06-01 00:00:00+02","7","7","MEDIUM","12.95","EUR","0","1.00"
"2019-06-01 00:00:00+02","2019-07-01 00:00:00+02","7","4","MEDIUM","12.95","EUR","1","0.57"
"2019-06-01 00:00:00+02","2019-08-01 00:00:00+02","7","1","MEDIUM","12.95","EUR","2","0.14"
"2019-06-01 00:00:00+02","2019-09-01 00:00:00+02","7","1","MEDIUM","12.95","EUR","3","0.14"
"2019-06-01 00:00:00+02","2019-10-01 00:00:00+02","7","1","MEDIUM","12.95","EUR","4","0.14"
"2019-06-01 00:00:00+02","2019-11-01 00:00:00+01","7","1","MEDIUM","12.95","EUR","5","0.14"
"2019-06-01 00:00:00+02","2019-12-01 00:00:00+01","7","1","MEDIUM","12.95","EUR","6","0.14"
"2019-06-01 00:00:00+02","2020-01-01 00:00:00+01","7","1","MEDIUM","12.95","EUR","7","0.14"
"2019-06-01 00:00:00+02","2020-02-01 00:00:00+01","7","1","MEDIUM","12.95","EUR","8","0.14"
"2019-06-01 00:00:00+02","2020-03-01 00:00:00+01","7","1","MEDIUM","12.95","EUR","9","0.14"
"2019-06-01 00:00:00+02","2020-04-01 00:00:00+02","7","1","MEDIUM","12.95","EUR","10","0.14"
"2019-06-01 00:00:00+02","2019-06-01 00:00:00+02","4","4","MEDIUM","14.95","USD","0","1.00"
"2019-06-01 00:00:00+02","2019-07-01 00:00:00+02","4","3","MEDIUM","14.95","USD","1","0.75"
"2019-06-01 00:00:00+02","2019-08-01 00:00:00+02","4","1","MEDIUM","14.95","USD","2","0.25"
"2019-06-01 00:00:00+02","2019-09-01 00:00:00+02","4","1","MEDIUM","14.95","USD","3","0.25"
"2019-06-01 00:00:00+02","2019-10-01 00:00:00+02","4","1","MEDIUM","14.95","USD","4","0.25"
"2019-06-01 00:00:00+02","2019-11-01 00:00:00+01","4","1","MEDIUM","14.95","USD","5","0.25"
"2019-06-01 00:00:00+02","2019-12-01 00:00:00+01","4","1","MEDIUM","14.95","USD","6","0.25"
"2019-06-01 00:00:00+02","2019-06-01 00:00:00+02","1","1","LARGE","18.95","USD","0","1.00"
"2019-06-01 00:00:00+02","2019-07-01 00:00:00+02","1","1","LARGE","18.95","USD","1","1.00"
"2019-06-01 00:00:00+02","2019-08-01 00:00:00+02","1","1","LARGE","18.95","USD","2","1.00"
"2019-06-01 00:00:00+02","2019-09-01 00:00:00+02","1","1","LARGE","18.95","USD","3","1.00"
"2019-06-01 00:00:00+02","2019-10-01 00:00:00+02","1","1","LARGE","18.95","USD","4","1.00"
"2019-06-01 00:00:00+02","2019-11-01 00:00:00+01","1","1","LARGE","18.95","USD","5","1.00"
"2019-06-01 00:00:00+02","2019-12-01 00:00:00+01","1","1","LARGE","18.95","USD","6","1.00"
"2019-06-01 00:00:00+02","2020-01-01 00:00:00+01","1","1","LARGE","18.95","USD","7","1.00"
"2019-06-01 00:00:00+02","2020-02-01 00:00:00+01","1","1","LARGE","18.95","USD","8","1.00"
"2019-06-01 00:00:00+02","2020-03-01 00:00:00+01","1","1","LARGE","18.95","USD","9","1.00"
"2019-06-01 00:00:00+02","2020-04-01 00:00:00+02","1","1","LARGE","18.95","USD","10","1.00"
"2019-06-01 00:00:00+02","2020-05-01 00:00:00+02","1","1","LARGE","18.95","USD","11","1.00"
"2019-06-01 00:00:00+02","2020-06-01 00:00:00+02","1","1","LARGE","18.95","USD","12","1.00"
"2019-06-01 00:00:00+02","2020-07-01 00:00:00+02","1","1","LARGE","18.95","USD","13","1.00"
"2019-06-01 00:00:00+02","2020-08-01 00:00:00+02","1","1","LARGE","18.95","USD","14","1.00"
"2019-06-01 00:00:00+02","2020-09-01 00:00:00+02","1","1","LARGE","18.95","USD","15","1.00"
"2019-06-01 00:00:00+02","2020-10-01 00:00:00+02","1","1","LARGE","18.95","USD","16","1.00"
"2019-06-01 00:00:00+02","2020-11-01 00:00:00+01","1","1","LARGE","18.95","USD","17","1.00"
"2019-06-01 00:00:00+02","2020-12-01 00:00:00+01","1","1","LARGE","18.95","USD","18","1.00"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","36","36","SMALL","8.95","EUR","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","36","27","SMALL","8.95","EUR","1","0.75"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","36","24","SMALL","8.95","EUR","2","0.67"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","36","23","SMALL","8.95","EUR","3","0.64"
"2019-07-01 00:00:00+02","2019-11-01 00:00:00+01","36","22","SMALL","8.95","EUR","4","0.61"
"2019-07-01 00:00:00+02","2019-12-01 00:00:00+01","36","21","SMALL","8.95","EUR","5","0.58"
"2019-07-01 00:00:00+02","2020-01-01 00:00:00+01","36","19","SMALL","8.95","EUR","6","0.53"
"2019-07-01 00:00:00+02","2020-02-01 00:00:00+01","36","18","SMALL","8.95","EUR","7","0.50"
"2019-07-01 00:00:00+02","2020-03-01 00:00:00+01","36","17","SMALL","8.95","EUR","8","0.47"
"2019-07-01 00:00:00+02","2020-04-01 00:00:00+02","36","17","SMALL","8.95","EUR","9","0.47"
"2019-07-01 00:00:00+02","2020-05-01 00:00:00+02","36","17","SMALL","8.95","EUR","10","0.47"
"2019-07-01 00:00:00+02","2020-06-01 00:00:00+02","36","16","SMALL","8.95","EUR","11","0.44"
"2019-07-01 00:00:00+02","2020-07-01 00:00:00+02","36","14","SMALL","8.95","EUR","12","0.39"
"2019-07-01 00:00:00+02","2020-08-01 00:00:00+02","36","13","SMALL","8.95","EUR","13","0.36"
"2019-07-01 00:00:00+02","2020-09-01 00:00:00+02","36","10","SMALL","8.95","EUR","14","0.28"
"2019-07-01 00:00:00+02","2020-10-01 00:00:00+02","36","9","SMALL","8.95","EUR","15","0.25"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","56","56","SMALL","9.95","USD","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","56","49","SMALL","9.95","USD","1","0.88"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","56","44","SMALL","9.95","USD","2","0.79"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","56","44","SMALL","9.95","USD","3","0.79"
"2019-07-01 00:00:00+02","2019-11-01 00:00:00+01","56","44","SMALL","9.95","USD","4","0.79"
"2019-07-01 00:00:00+02","2019-12-01 00:00:00+01","56","41","SMALL","9.95","USD","5","0.73"
"2019-07-01 00:00:00+02","2020-01-01 00:00:00+01","56","39","SMALL","9.95","USD","6","0.70"
"2019-07-01 00:00:00+02","2020-02-01 00:00:00+01","56","36","SMALL","9.95","USD","7","0.64"
"2019-07-01 00:00:00+02","2020-03-01 00:00:00+01","56","33","SMALL","9.95","USD","8","0.59"
"2019-07-01 00:00:00+02","2020-04-01 00:00:00+02","56","32","SMALL","9.95","USD","9","0.57"
"2019-07-01 00:00:00+02","2020-05-01 00:00:00+02","56","31","SMALL","9.95","USD","10","0.55"
"2019-07-01 00:00:00+02","2020-06-01 00:00:00+02","56","29","SMALL","9.95","USD","11","0.52"
"2019-07-01 00:00:00+02","2020-07-01 00:00:00+02","56","28","SMALL","9.95","USD","12","0.50"
"2019-07-01 00:00:00+02","2020-08-01 00:00:00+02","56","26","SMALL","9.95","USD","13","0.46"
"2019-07-01 00:00:00+02","2020-09-01 00:00:00+02","56","24","SMALL","9.95","USD","14","0.43"
"2019-07-01 00:00:00+02","2020-10-01 00:00:00+02","56","21","SMALL","9.95","USD","15","0.38"
"2019-07-01 00:00:00+02","2020-11-01 00:00:00+01","56","21","SMALL","9.95","USD","16","0.38"
"2019-07-01 00:00:00+02","2020-12-01 00:00:00+01","56","20","SMALL","9.95","USD","17","0.36"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","4","4","MEDIUM","12.95","EUR","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","4","4","MEDIUM","12.95","EUR","1","1.00"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","4","4","MEDIUM","12.95","EUR","2","1.00"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","4","3","MEDIUM","12.95","EUR","3","0.75"
"2019-07-01 00:00:00+02","2019-11-01 00:00:00+01","4","2","MEDIUM","12.95","EUR","4","0.50"
"2019-07-01 00:00:00+02","2019-12-01 00:00:00+01","4","2","MEDIUM","12.95","EUR","5","0.50"
"2019-07-01 00:00:00+02","2020-01-01 00:00:00+01","4","2","MEDIUM","12.95","EUR","6","0.50"
"2019-07-01 00:00:00+02","2020-02-01 00:00:00+01","4","2","MEDIUM","12.95","EUR","7","0.50"
"2019-07-01 00:00:00+02","2020-03-01 00:00:00+01","4","2","MEDIUM","12.95","EUR","8","0.50"
"2019-07-01 00:00:00+02","2020-04-01 00:00:00+02","4","2","MEDIUM","12.95","EUR","9","0.50"
"2019-07-01 00:00:00+02","2020-05-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","10","0.25"
"2019-07-01 00:00:00+02","2020-06-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","11","0.25"
"2019-07-01 00:00:00+02","2020-07-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","12","0.25"
"2019-07-01 00:00:00+02","2020-08-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","13","0.25"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","8","8","MEDIUM","14.95","USD","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","8","3","MEDIUM","14.95","USD","1","0.38"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","8","2","MEDIUM","14.95","USD","2","0.25"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","8","2","MEDIUM","14.95","USD","3","0.25"
"2019-07-01 00:00:00+02","2019-11-01 00:00:00+01","8","2","MEDIUM","14.95","USD","4","0.25"
"2019-07-01 00:00:00+02","2019-12-01 00:00:00+01","8","2","MEDIUM","14.95","USD","5","0.25"
"2019-07-01 00:00:00+02","2020-01-01 00:00:00+01","8","2","MEDIUM","14.95","USD","6","0.25"
"2019-07-01 00:00:00+02","2020-02-01 00:00:00+01","8","2","MEDIUM","14.95","USD","7","0.25"
"2019-07-01 00:00:00+02","2020-03-01 00:00:00+01","8","2","MEDIUM","14.95","USD","8","0.25"
"2019-07-01 00:00:00+02","2020-04-01 00:00:00+02","8","2","MEDIUM","14.95","USD","9","0.25"
"2019-07-01 00:00:00+02","2020-05-01 00:00:00+02","8","2","MEDIUM","14.95","USD","10","0.25"
"2019-07-01 00:00:00+02","2020-06-01 00:00:00+02","8","2","MEDIUM","14.95","USD","11","0.25"
"2019-07-01 00:00:00+02","2020-07-01 00:00:00+02","8","2","MEDIUM","14.95","USD","12","0.25"
"2019-07-01 00:00:00+02","2020-08-01 00:00:00+02","8","2","MEDIUM","14.95","USD","13","0.25"
"2019-07-01 00:00:00+02","2020-09-01 00:00:00+02","8","2","MEDIUM","14.95","USD","14","0.25"
"2019-07-01 00:00:00+02","2020-10-01 00:00:00+02","8","2","MEDIUM","14.95","USD","15","0.25"
"2019-07-01 00:00:00+02","2020-11-01 00:00:00+01","8","2","MEDIUM","14.95","USD","16","0.25"
"2019-07-01 00:00:00+02","2020-12-01 00:00:00+01","8","2","MEDIUM","14.95","USD","17","0.25"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","2","2","LARGE","15.95","EUR","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","2","2","LARGE","15.95","EUR","1","1.00"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","2","2","LARGE","15.95","EUR","2","1.00"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","2","1","LARGE","15.95","EUR","3","0.50"
"2019-07-01 00:00:00+02","2019-07-01 00:00:00+02","2","2","LARGE","18.95","USD","0","1.00"
"2019-07-01 00:00:00+02","2019-08-01 00:00:00+02","2","2","LARGE","18.95","USD","1","1.00"
"2019-07-01 00:00:00+02","2019-09-01 00:00:00+02","2","2","LARGE","18.95","USD","2","1.00"
"2019-07-01 00:00:00+02","2019-10-01 00:00:00+02","2","2","LARGE","18.95","USD","3","1.00"
"2019-07-01 00:00:00+02","2019-11-01 00:00:00+01","2","1","LARGE","18.95","USD","4","0.50"
"2019-07-01 00:00:00+02","2019-12-01 00:00:00+01","2","1","LARGE","18.95","USD","5","0.50"
"2019-07-01 00:00:00+02","2020-01-01 00:00:00+01","2","1","LARGE","18.95","USD","6","0.50"
"2019-07-01 00:00:00+02","2020-02-01 00:00:00+01","2","1","LARGE","18.95","USD","7","0.50"
"2019-07-01 00:00:00+02","2020-03-01 00:00:00+01","2","1","LARGE","18.95","USD","8","0.50"
"2019-07-01 00:00:00+02","2020-04-01 00:00:00+02","2","1","LARGE","18.95","USD","9","0.50"
"2019-07-01 00:00:00+02","2020-05-01 00:00:00+02","2","1","LARGE","18.95","USD","10","0.50"
"2019-07-01 00:00:00+02","2020-06-01 00:00:00+02","2","1","LARGE","18.95","USD","11","0.50"
"2019-07-01 00:00:00+02","2020-07-01 00:00:00+02","2","1","LARGE","18.95","USD","12","0.50"
"2019-07-01 00:00:00+02","2020-08-01 00:00:00+02","2","1","LARGE","18.95","USD","13","0.50"
"2019-07-01 00:00:00+02","2020-09-01 00:00:00+02","2","1","LARGE","18.95","USD","14","0.50"
"2019-07-01 00:00:00+02","2020-10-01 00:00:00+02","2","1","LARGE","18.95","USD","15","0.50"
"2019-07-01 00:00:00+02","2020-11-01 00:00:00+01","2","1","LARGE","18.95","USD","16","0.50"
"2019-07-01 00:00:00+02","2020-12-01 00:00:00+01","2","1","LARGE","18.95","USD","17","0.50"
"2019-08-01 00:00:00+02","2019-08-01 00:00:00+02","46","46","SMALL","8.95","EUR","0","1.00"
"2019-08-01 00:00:00+02","2019-09-01 00:00:00+02","46","39","SMALL","8.95","EUR","1","0.85"
"2019-08-01 00:00:00+02","2019-10-01 00:00:00+02","46","33","SMALL","8.95","EUR","2","0.72"
"2019-08-01 00:00:00+02","2019-11-01 00:00:00+01","46","30","SMALL","8.95","EUR","3","0.65"
"2019-08-01 00:00:00+02","2019-12-01 00:00:00+01","46","28","SMALL","8.95","EUR","4","0.61"
"2019-08-01 00:00:00+02","2020-01-01 00:00:00+01","46","27","SMALL","8.95","EUR","5","0.59"
"2019-08-01 00:00:00+02","2020-02-01 00:00:00+01","46","27","SMALL","8.95","EUR","6","0.59"
"2019-08-01 00:00:00+02","2020-03-01 00:00:00+01","46","26","SMALL","8.95","EUR","7","0.57"
"2019-08-01 00:00:00+02","2020-04-01 00:00:00+02","46","26","SMALL","8.95","EUR","8","0.57"
"2019-08-01 00:00:00+02","2020-05-01 00:00:00+02","46","25","SMALL","8.95","EUR","9","0.54"
"2019-08-01 00:00:00+02","2020-06-01 00:00:00+02","46","23","SMALL","8.95","EUR","10","0.50"
"2019-08-01 00:00:00+02","2020-07-01 00:00:00+02","46","22","SMALL","8.95","EUR","11","0.48"
"2019-08-01 00:00:00+02","2020-08-01 00:00:00+02","46","17","SMALL","8.95","EUR","12","0.37"
"2019-08-01 00:00:00+02","2020-09-01 00:00:00+02","46","16","SMALL","8.95","EUR","13","0.35"
"2019-08-01 00:00:00+02","2020-10-01 00:00:00+02","46","13","SMALL","8.95","EUR","14","0.28"
"2019-08-01 00:00:00+02","2019-08-01 00:00:00+02","50","50","SMALL","9.95","USD","0","1.00"
"2019-08-01 00:00:00+02","2019-09-01 00:00:00+02","50","42","SMALL","9.95","USD","1","0.84"
"2019-08-01 00:00:00+02","2019-10-01 00:00:00+02","50","39","SMALL","9.95","USD","2","0.78"
"2019-08-01 00:00:00+02","2019-11-01 00:00:00+01","50","39","SMALL","9.95","USD","3","0.78"
"2019-08-01 00:00:00+02","2019-12-01 00:00:00+01","50","38","SMALL","9.95","USD","4","0.76"
"2019-08-01 00:00:00+02","2020-01-01 00:00:00+01","50","36","SMALL","9.95","USD","5","0.72"
"2019-08-01 00:00:00+02","2020-02-01 00:00:00+01","50","34","SMALL","9.95","USD","6","0.68"
"2019-08-01 00:00:00+02","2020-03-01 00:00:00+01","50","33","SMALL","9.95","USD","7","0.66"
"2019-08-01 00:00:00+02","2020-04-01 00:00:00+02","50","33","SMALL","9.95","USD","8","0.66"
"2019-08-01 00:00:00+02","2020-05-01 00:00:00+02","50","32","SMALL","9.95","USD","9","0.64"
"2019-08-01 00:00:00+02","2020-06-01 00:00:00+02","50","31","SMALL","9.95","USD","10","0.62"
"2019-08-01 00:00:00+02","2020-07-01 00:00:00+02","50","29","SMALL","9.95","USD","11","0.58"
"2019-08-01 00:00:00+02","2020-08-01 00:00:00+02","50","26","SMALL","9.95","USD","12","0.52"
"2019-08-01 00:00:00+02","2020-09-01 00:00:00+02","50","21","SMALL","9.95","USD","13","0.42"
"2019-08-01 00:00:00+02","2020-10-01 00:00:00+02","50","20","SMALL","9.95","USD","14","0.40"
"2019-08-01 00:00:00+02","2020-11-01 00:00:00+01","50","19","SMALL","9.95","USD","15","0.38"
"2019-08-01 00:00:00+02","2020-12-01 00:00:00+01","50","18","SMALL","9.95","USD","16","0.36"
"2019-08-01 00:00:00+02","2019-08-01 00:00:00+02","6","6","MEDIUM","12.95","EUR","0","1.00"
"2019-08-01 00:00:00+02","2019-09-01 00:00:00+02","6","6","MEDIUM","12.95","EUR","1","1.00"
"2019-08-01 00:00:00+02","2019-10-01 00:00:00+02","6","4","MEDIUM","12.95","EUR","2","0.67"
"2019-08-01 00:00:00+02","2019-11-01 00:00:00+01","6","2","MEDIUM","12.95","EUR","3","0.33"
"2019-08-01 00:00:00+02","2019-12-01 00:00:00+01","6","2","MEDIUM","12.95","EUR","4","0.33"
"2019-08-01 00:00:00+02","2020-01-01 00:00:00+01","6","2","MEDIUM","12.95","EUR","5","0.33"
