"cohort_start_date","renewal_date","cohort_size","cohort_size_at_renewal","plan","amount","currency","cohort_age_months","retention_rate"
"2019-03-01 00:00:00+01","2019-05-01 00:00:00+02","22","14","SMALL","9.95","USD","2","0.64"
"2019-03-01 00:00:00+01","2019-06-01 00:00:00+02","22","14","SMALL","9.95","USD","3","0.64"
"2019-03-01 00:00:00+01","2019-07-01 00:00:00+02","22","14","SMALL","9.95","USD","4","0.64"
"2019-03-01 00:00:00+01","2019-08-01 00:00:00+02","22","14","SMALL","9.95","USD","5","0.64"
"2019-03-01 00:00:00+01","2019-09-01 00:00:00+02","22","14","SMALL","9.95","USD","6","0.64"
"2019-03-01 00:00:00+01","2019-10-01 00:00:00+02","22","13","SMALL","9.95","USD","7","0.59"
"2019-03-01 00:00:00+01","2019-11-01 00:00:00+01","22","13","SMALL","9.95","USD","8","0.59"
"2019-03-01 00:00:00+01","2019-12-01 00:00:00+01","22","12","SMALL","9.95","USD","9","0.55"
"2019-03-01 00:00:00+01","2020-01-01 00:00:00+01","22","11","SMALL","9.95","USD","10","0.50"
"2019-03-01 00:00:00+01","2020-02-01 00:00:00+01","22","11","SMALL","9.95","USD","11","0.50"
"2019-03-01 00:00:00+01","2020-03-01 00:00:00+01","22","10","SMALL","9.95","USD","12","0.45"
"2019-03-01 00:00:00+01","2020-04-01 00:00:00+02","22","8","SMALL","9.95","USD","13","0.36"
"2019-03-01 00:00:00+01","2020-05-01 00:00:00+02","22","5","SMALL","9.95","USD","14","0.23"
"2019-03-01 00:00:00+01","2020-06-01 00:00:00+02","22","5","SMALL","9.95","USD","15","0.23"
"2019-03-01 00:00:00+01","2020-07-01 00:00:00+02","22","5","SMALL","9.95","USD","16","0.23"
"2019-03-01 00:00:00+01","2020-08-01 00:00:00+02","22","5","SMALL","9.95","USD","17","0.23"
"2019-03-01 00:00:00+01","2020-09-01 00:00:00+02","22","5","SMALL","9.95","USD","18","0.23"
"2019-03-01 00:00:00+01","2020-10-01 00:00:00+02","22","5","SMALL","9.95","USD","19","0.23"
"2019-03-01 00:00:00+01","2020-11-01 00:00:00+01","22","5","SMALL","9.95","USD","20","0.23"
"2019-03-01 00:00:00+01","2020-12-01 00:00:00+01","22","4","SMALL","9.95","USD","21","0.18"
"2019-03-01 00:00:00+01","2019-03-01 00:00:00+01","5","5","MEDIUM","12.95","EUR","0","1.00"
"2019-03-01 00:00:00+01","2019-04-01 00:00:00+02","5","5","MEDIUM","12.95","EUR","1","1.00"
"2019-03-01 00:00:00+01","2019-05-01 00:00:00+02","5","5","MEDIUM","12.95","EUR","2","1.00"
"2019-03-01 00:00:00+01","2019-06-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","3","0.60"
"2019-03-01 00:00:00+01","2019-07-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","4","0.60"
"2019-03-01 00:00:00+01","2019-08-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","5","0.60"
"2019-03-01 00:00:00+01","2019-09-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","6","0.60"
"2019-03-01 00:00:00+01","2019-10-01 00:00:00+02","5","2","MEDIUM","12.95","EUR","7","0.40"
"2019-03-01 00:00:00+01","2019-11-01 00:00:00+01","5","2","MEDIUM","12.95","EUR","8","0.40"
"2019-03-01 00:00:00+01","2019-12-01 00:00:00+01","5","1","MEDIUM","12.95","EUR","9","0.20"
"2019-03-01 00:00:00+01","2020-01-01 00:00:00+01","5","1","MEDIUM","12.95","EUR","10","0.20"
"2019-03-01 00:00:00+01","2020-02-01 00:00:00+01","5","1","MEDIUM","12.95","EUR","11","0.20"
"2019-03-01 00:00:00+01","2020-03-01 00:00:00+01","5","1","MEDIUM","12.95","EUR","12","0.20"
"2019-03-01 00:00:00+01","2020-04-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","13","0.20"
"2019-03-01 00:00:00+01","2020-05-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","14","0.20"
"2019-03-01 00:00:00+01","2020-06-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","15","0.20"
"2019-03-01 00:00:00+01","2020-07-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","16","0.20"
"2019-03-01 00:00:00+01","2020-08-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","17","0.20"
"2019-03-01 00:00:00+01","2020-09-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","18","0.20"
"2019-03-01 00:00:00+01","2020-10-01 00:00:00+02","5","1","MEDIUM","12.95","EUR","19","0.20"
"2019-03-01 00:00:00+01","2019-03-01 00:00:00+01","7","7","MEDIUM","14.95","USD","0","1.00"
"2019-03-01 00:00:00+01","2019-04-01 00:00:00+02","7","5","MEDIUM","14.95","USD","1","0.71"
"2019-03-01 00:00:00+01","2019-05-01 00:00:00+02","7","4","MEDIUM","14.95","USD","2","0.57"
"2019-03-01 00:00:00+01","2019-06-01 00:00:00+02","7","3","MEDIUM","14.95","USD","3","0.43"
"2019-03-01 00:00:00+01","2019-07-01 00:00:00+02","7","3","MEDIUM","14.95","USD","4","0.43"
"2019-03-01 00:00:00+01","2019-08-01 00:00:00+02","7","3","MEDIUM","14.95","USD","5","0.43"
"2019-03-01 00:00:00+01","2019-09-01 00:00:00+02","7","3","MEDIUM","14.95","USD","6","0.43"
"2019-03-01 00:00:00+01","2019-10-01 00:00:00+02","7","3","MEDIUM","14.95","USD","7","0.43"
"2019-03-01 00:00:00+01","2019-11-01 00:00:00+01","7","3","MEDIUM","14.95","USD","8","0.43"
"2019-03-01 00:00:00+01","2019-12-01 00:00:00+01","7","3","MEDIUM","14.95","USD","9","0.43"
"2019-03-01 00:00:00+01","2020-01-01 00:00:00+01","7","3","MEDIUM","14.95","USD","10","0.43"
"2019-03-01 00:00:00+01","2020-02-01 00:00:00+01","7","3","MEDIUM","14.95","USD","11","0.43"
"2019-03-01 00:00:00+01","2020-03-01 00:00:00+01","7","3","MEDIUM","14.95","USD","12","0.43"
"2019-03-01 00:00:00+01","2020-04-01 00:00:00+02","7","3","MEDIUM","14.95","USD","13","0.43"
"2019-03-01 00:00:00+01","2020-05-01 00:00:00+02","7","3","MEDIUM","14.95","USD","14","0.43"
"2019-03-01 00:00:00+01","2020-06-01 00:00:00+02","7","2","MEDIUM","14.95","USD","15","0.29"
"2019-03-01 00:00:00+01","2020-07-01 00:00:00+02","7","2","MEDIUM","14.95","USD","16","0.29"
"2019-03-01 00:00:00+01","2020-08-01 00:00:00+02","7","2","MEDIUM","14.95","USD","17","0.29"
"2019-03-01 00:00:00+01","2020-09-01 00:00:00+02","7","1","MEDIUM","14.95","USD","18","0.14"
"2019-03-01 00:00:00+01","2020-10-01 00:00:00+02","7","1","MEDIUM","14.95","USD","19","0.14"
"2019-03-01 00:00:00+01","2020-11-01 00:00:00+01","7","1","MEDIUM","14.95","USD","20","0.14"
"2019-03-01 00:00:00+01","2020-12-01 00:00:00+01","7","1","MEDIUM","14.95","USD","21","0.14"
"2019-03-01 00:00:00+01","2019-03-01 00:00:00+01","4","4","LARGE","15.95","EUR","0","1.00"
"2019-03-01 00:00:00+01","2019-04-01 00:00:00+02","4","2","LARGE","15.95","EUR","1","0.50"
"2019-03-01 00:00:00+01","2019-05-01 00:00:00+02","4","2","LARGE","15.95","EUR","2","0.50"
"2019-03-01 00:00:00+01","2019-06-01 00:00:00+02","4","2","LARGE","15.95","EUR","3","0.50"
"2019-03-01 00:00:00+01","2019-07-01 00:00:00+02","4","2","LARGE","15.95","EUR","4","0.50"
"2019-03-01 00:00:00+01","2019-08-01 00:00:00+02","4","2","LARGE","15.95","EUR","5","0.50"
"2019-03-01 00:00:00+01","2019-09-01 00:00:00+02","4","2","LARGE","15.95","EUR","6","0.50"
"2019-03-01 00:00:00+01","2019-10-01 00:00:00+02","4","2","LARGE","15.95","EUR","7","0.50"
"2019-03-01 00:00:00+01","2019-11-01 00:00:00+01","4","2","LARGE","15.95","EUR","8","0.50"
"2019-03-01 00:00:00+01","2019-12-01 00:00:00+01","4","2","LARGE","15.95","EUR","9","0.50"
"2019-03-01 00:00:00+01","2020-01-01 00:00:00+01","4","2","LARGE","15.95","EUR","10","0.50"
"2019-03-01 00:00:00+01","2020-02-01 00:00:00+01","4","2","LARGE","15.95","EUR","11","0.50"
"2019-03-01 00:00:00+01","2020-03-01 00:00:00+01","4","2","LARGE","15.95","EUR","12","0.50"
"2019-03-01 00:00:00+01","2020-04-01 00:00:00+02","4","2","LARGE","15.95","EUR","13","0.50"
"2019-03-01 00:00:00+01","2020-05-01 00:00:00+02","4","1","LARGE","15.95","EUR","14","0.25"
"2019-03-01 00:00:00+01","2020-06-01 00:00:00+02","4","1","LARGE","15.95","EUR","15","0.25"
"2019-03-01 00:00:00+01","2020-07-01 00:00:00+02","4","1","LARGE","15.95","EUR","16","0.25"
"2019-03-01 00:00:00+01","2020-08-01 00:00:00+02","4","1","LARGE","15.95","EUR","17","0.25"
"2019-03-01 00:00:00+01","2020-09-01 00:00:00+02","4","1","LARGE","15.95","EUR","18","0.25"
"2019-03-01 00:00:00+01","2020-10-01 00:00:00+02","4","1","LARGE","15.95","EUR","19","0.25"
"2019-03-01 00:00:00+01","2019-03-01 00:00:00+01","2","2","LARGE","18.95","USD","0","1.00"
"2019-03-01 00:00:00+01","2019-04-01 00:00:00+02","2","1","LARGE","18.95","USD","1","0.50"
"2019-03-01 00:00:00+01","2019-05-01 00:00:00+02","2","1","LARGE","18.95","USD","2","0.50"
"2019-03-01 00:00:00+01","2019-06-01 00:00:00+02","2","1","LARGE","18.95","USD","3","0.50"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","33","33","SMALL","8.95","EUR","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","33","31","SMALL","8.95","EUR","1","0.94"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","33","29","SMALL","8.95","EUR","2","0.88"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","33","25","SMALL","8.95","EUR","3","0.76"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","33","25","SMALL","8.95","EUR","4","0.76"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","33","24","SMALL","8.95","EUR","5","0.73"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","33","24","SMALL","8.95","EUR","6","0.73"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","33","23","SMALL","8.95","EUR","7","0.70"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","33","22","SMALL","8.95","EUR","8","0.67"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","33","22","SMALL","8.95","EUR","9","0.67"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","33","21","SMALL","8.95","EUR","10","0.64"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","33","20","SMALL","8.95","EUR","11","0.61"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","33","20","SMALL","8.95","EUR","12","0.61"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","33","18","SMALL","8.95","EUR","13","0.55"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","33","18","SMALL","8.95","EUR","14","0.55"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","33","16","SMALL","8.95","EUR","15","0.48"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","33","15","SMALL","8.95","EUR","16","0.45"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","33","14","SMALL","8.95","EUR","17","0.42"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","33","14","SMALL","8.95","EUR","18","0.42"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","38","38","SMALL","9.95","USD","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","38","32","SMALL","9.95","USD","1","0.84"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","38","30","SMALL","9.95","USD","2","0.79"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","38","29","SMALL","9.95","USD","3","0.76"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","38","27","SMALL","9.95","USD","4","0.71"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","38","26","SMALL","9.95","USD","5","0.68"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","38","24","SMALL","9.95","USD","6","0.63"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","38","23","SMALL","9.95","USD","7","0.61"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","38","23","SMALL","9.95","USD","8","0.61"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","38","23","SMALL","9.95","USD","9","0.61"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","38","23","SMALL","9.95","USD","10","0.61"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","38","21","SMALL","9.95","USD","11","0.55"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","38","18","SMALL","9.95","USD","12","0.47"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","38","16","SMALL","9.95","USD","13","0.42"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","38","15","SMALL","9.95","USD","14","0.39"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","38","14","SMALL","9.95","USD","15","0.37"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","38","13","SMALL","9.95","USD","16","0.34"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","38","13","SMALL","9.95","USD","17","0.34"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","38","10","SMALL","9.95","USD","18","0.26"
"2019-04-01 00:00:00+02","2020-11-01 00:00:00+01","38","10","SMALL","9.95","USD","19","0.26"
"2019-04-01 00:00:00+02","2020-12-01 00:00:00+01","38","8","SMALL","9.95","USD","20","0.21"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","5","5","MEDIUM","12.95","EUR","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","5","4","MEDIUM","12.95","EUR","1","0.80"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","5","4","MEDIUM","12.95","EUR","2","0.80"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","3","0.60"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","4","0.60"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","5","0.60"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","6","0.60"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","5","3","MEDIUM","12.95","EUR","7","0.60"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","5","3","MEDIUM","12.95","EUR","8","0.60"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","5","3","MEDIUM","12.95","EUR","9","0.60"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","5","3","MEDIUM","12.95","EUR","10","0.60"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","5","3","MEDIUM","12.95","EUR","11","0.60"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","12","0.60"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","13","0.60"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","14","0.60"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","15","0.60"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","16","0.60"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","17","0.60"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","5","3","MEDIUM","12.95","EUR","18","0.60"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","12","12","MEDIUM","14.95","USD","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","12","8","MEDIUM","14.95","USD","1","0.67"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","12","7","MEDIUM","14.95","USD","2","0.58"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","12","6","MEDIUM","14.95","USD","3","0.50"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","12","6","MEDIUM","14.95","USD","4","0.50"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","12","5","MEDIUM","14.95","USD","5","0.42"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","12","5","MEDIUM","14.95","USD","6","0.42"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","12","4","MEDIUM","14.95","USD","7","0.33"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","12","4","MEDIUM","14.95","USD","8","0.33"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","12","4","MEDIUM","14.95","USD","9","0.33"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","12","4","MEDIUM","14.95","USD","10","0.33"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","12","4","MEDIUM","14.95","USD","11","0.33"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","12","4","MEDIUM","14.95","USD","12","0.33"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","12","4","MEDIUM","14.95","USD","13","0.33"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","12","4","MEDIUM","14.95","USD","14","0.33"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","12","4","MEDIUM","14.95","USD","15","0.33"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","12","4","MEDIUM","14.95","USD","16","0.33"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","12","3","MEDIUM","14.95","USD","17","0.25"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","12","2","MEDIUM","14.95","USD","18","0.17"
"2019-04-01 00:00:00+02","2020-11-01 00:00:00+01","12","2","MEDIUM","14.95","USD","19","0.17"
"2019-04-01 00:00:00+02","2020-12-01 00:00:00+01","12","2","MEDIUM","14.95","USD","20","0.17"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","3","3","LARGE","15.95","EUR","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","3","3","LARGE","15.95","EUR","1","1.00"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","3","3","LARGE","15.95","EUR","2","1.00"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","3","2","LARGE","15.95","EUR","3","0.67"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","3","2","LARGE","15.95","EUR","4","0.67"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","3","2","LARGE","15.95","EUR","5","0.67"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","3","2","LARGE","15.95","EUR","6","0.67"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","3","2","LARGE","15.95","EUR","7","0.67"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","3","2","LARGE","15.95","EUR","8","0.67"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","3","2","LARGE","15.95","EUR","9","0.67"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","3","2","LARGE","15.95","EUR","10","0.67"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","3","2","LARGE","15.95","EUR","11","0.67"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","3","2","LARGE","15.95","EUR","12","0.67"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","3","2","LARGE","15.95","EUR","13","0.67"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","3","2","LARGE","15.95","EUR","14","0.67"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","3","2","LARGE","15.95","EUR","15","0.67"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","3","2","LARGE","15.95","EUR","16","0.67"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","3","2","LARGE","15.95","EUR","17","0.67"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","3","2","LARGE","15.95","EUR","18","0.67"
"2019-04-01 00:00:00+02","2019-04-01 00:00:00+02","1","1","LARGE","18.95","USD","0","1.00"
"2019-04-01 00:00:00+02","2019-05-01 00:00:00+02","1","1","LARGE","18.95","USD","1","1.00"
"2019-04-01 00:00:00+02","2019-06-01 00:00:00+02","1","1","LARGE","18.95","USD","2","1.00"
"2019-04-01 00:00:00+02","2019-07-01 00:00:00+02","1","1","LARGE","18.95","USD","3","1.00"
"2019-04-01 00:00:00+02","2019-08-01 00:00:00+02","1","1","LARGE","18.95","USD","4","1.00"
"2019-04-01 00:00:00+02","2019-09-01 00:00:00+02","1","1","LARGE","18.95","USD","5","1.00"
"2019-04-01 00:00:00+02","2019-10-01 00:00:00+02","1","1","LARGE","18.95","USD","6","1.00"
"2019-04-01 00:00:00+02","2019-11-01 00:00:00+01","1","1","LARGE","18.95","USD","7","1.00"
"2019-04-01 00:00:00+02","2019-12-01 00:00:00+01","1","1","LARGE","18.95","USD","8","1.00"
"2019-04-01 00:00:00+02","2020-01-01 00:00:00+01","1","1","LARGE","18.95","USD","9","1.00"
"2019-04-01 00:00:00+02","2020-02-01 00:00:00+01","1","1","LARGE","18.95","USD","10","1.00"
"2019-04-01 00:00:00+02","2020-03-01 00:00:00+01","1","1","LARGE","18.95","USD","11","1.00"
"2019-04-01 00:00:00+02","2020-04-01 00:00:00+02","1","1","LARGE","18.95","USD","12","1.00"
"2019-04-01 00:00:00+02","2020-05-01 00:00:00+02","1","1","LARGE","18.95","USD","13","1.00"
"2019-04-01 00:00:00+02","2020-06-01 00:00:00+02","1","1","LARGE","18.95","USD","14","1.00"
"2019-04-01 00:00:00+02","2020-07-01 00:00:00+02","1","1","LARGE","18.95","USD","15","1.00"
"2019-04-01 00:00:00+02","2020-08-01 00:00:00+02","1","1","LARGE","18.95","USD","16","1.00"
"2019-04-01 00:00:00+02","2020-09-01 00:00:00+02","1","1","LARGE","18.95","USD","17","1.00"
"2019-04-01 00:00:00+02","2020-10-01 00:00:00+02","1","1","LARGE","18.95","USD","18","1.00"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","31","31","SMALL","8.95","EUR","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","31","23","SMALL","8.95","EUR","1","0.74"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","31","22","SMALL","8.95","EUR","2","0.71"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","31","22","SMALL","8.95","EUR","3","0.71"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","31","21","SMALL","8.95","EUR","4","0.68"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","31","20","SMALL","8.95","EUR","5","0.65"
"2019-05-01 00:00:00+02","2019-11-01 00:00:00+01","31","18","SMALL","8.95","EUR","6","0.58"
"2019-05-01 00:00:00+02","2019-12-01 00:00:00+01","31","17","SMALL","8.95","EUR","7","0.55"
"2019-05-01 00:00:00+02","2020-01-01 00:00:00+01","31","16","SMALL","8.95","EUR","8","0.52"
"2019-05-01 00:00:00+02","2020-02-01 00:00:00+01","31","16","SMALL","8.95","EUR","9","0.52"
"2019-05-01 00:00:00+02","2020-03-01 00:00:00+01","31","16","SMALL","8.95","EUR","10","0.52"
"2019-05-01 00:00:00+02","2020-04-01 00:00:00+02","31","15","SMALL","8.95","EUR","11","0.48"
"2019-05-01 00:00:00+02","2020-05-01 00:00:00+02","31","15","SMALL","8.95","EUR","12","0.48"
"2019-05-01 00:00:00+02","2020-06-01 00:00:00+02","31","13","SMALL","8.95","EUR","13","0.42"
"2019-05-01 00:00:00+02","2020-07-01 00:00:00+02","31","13","SMALL","8.95","EUR","14","0.42"
"2019-05-01 00:00:00+02","2020-08-01 00:00:00+02","31","12","SMALL","8.95","EUR","15","0.39"
"2019-05-01 00:00:00+02","2020-09-01 00:00:00+02","31","12","SMALL","8.95","EUR","16","0.39"
"2019-05-01 00:00:00+02","2020-10-01 00:00:00+02","31","11","SMALL","8.95","EUR","17","0.35"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","40","40","SMALL","9.95","USD","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","40","36","SMALL","9.95","USD","1","0.90"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","40","30","SMALL","9.95","USD","2","0.75"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","40","28","SMALL","9.95","USD","3","0.70"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","40","28","SMALL","9.95","USD","4","0.70"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","40","25","SMALL","9.95","USD","5","0.63"
"2019-05-01 00:00:00+02","2019-11-01 00:00:00+01","40","25","SMALL","9.95","USD","6","0.63"
"2019-05-01 00:00:00+02","2019-12-01 00:00:00+01","40","25","SMALL","9.95","USD","7","0.63"
"2019-05-01 00:00:00+02","2020-01-01 00:00:00+01","40","25","SMALL","9.95","USD","8","0.63"
"2019-05-01 00:00:00+02","2020-02-01 00:00:00+01","40","24","SMALL","9.95","USD","9","0.60"
"2019-05-01 00:00:00+02","2020-03-01 00:00:00+01","40","24","SMALL","9.95","USD","10","0.60"
"2019-05-01 00:00:00+02","2020-04-01 00:00:00+02","40","20","SMALL","9.95","USD","11","0.50"
"2019-05-01 00:00:00+02","2020-05-01 00:00:00+02","40","20","SMALL","9.95","USD","12","0.50"
"2019-05-01 00:00:00+02","2020-06-01 00:00:00+02","40","16","SMALL","9.95","USD","13","0.40"
"2019-05-01 00:00:00+02","2020-07-01 00:00:00+02","40","16","SMALL","9.95","USD","14","0.40"
"2019-05-01 00:00:00+02","2020-08-01 00:00:00+02","40","16","SMALL","9.95","USD","15","0.40"
"2019-05-01 00:00:00+02","2020-09-01 00:00:00+02","40","16","SMALL","9.95","USD","16","0.40"
"2019-05-01 00:00:00+02","2020-10-01 00:00:00+02","40","14","SMALL","9.95","USD","17","0.35"
"2019-05-01 00:00:00+02","2020-11-01 00:00:00+01","40","11","SMALL","9.95","USD","18","0.28"
"2019-05-01 00:00:00+02","2020-12-01 00:00:00+01","40","11","SMALL","9.95","USD","19","0.28"
"2019-05-01 00:00:00+02","2019-05-01 00:00:00+02","4","4","MEDIUM","12.95","EUR","0","1.00"
"2019-05-01 00:00:00+02","2019-06-01 00:00:00+02","4","2","MEDIUM","12.95","EUR","1","0.50"
"2019-05-01 00:00:00+02","2019-07-01 00:00:00+02","4","2","MEDIUM","12.95","EUR","2","0.50"
"2019-05-01 00:00:00+02","2019-08-01 00:00:00+02","4","2","MEDIUM","12.95","EUR","3","0.50"
"2019-05-01 00:00:00+02","2019-09-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","4","0.25"
"2019-05-01 00:00:00+02","2019-10-01 00:00:00+02","4","1","MEDIUM","12.95","EUR","5","0.25"
"2019-05-01 00:00:00+02","2019-11-01 00:00:00+01","4","1","MEDIUM","12.95","EUR","6","0.25"
"2019-05-01 00:00:00+02","2019-12-01 00:00:00+01","4","1","MEDIUM","12.95","EUR","7","0.25"
"2019-05-01 00:00:00+02","2020-01-01 00:00:00+01","4","1","MEDIUM","12.95","EUR","8","0.25"
"2019-05-01 00:00:00+02","2020-02-01 00:00:00+01","4","1","MEDIUM","12.95","EUR","9","0.25"
